Title,Name,Type.of.name,Role,All.names,Dates.associated.with.name,Date.of.publication ,Country.of.publication,Place.of.publication,City,Colony.Name,Continent,Publisher,Edition,Languages,Type.of.resource,Content.type,Material type,Uniform title,﻿BL.record.ID,URL,BL shelfmark,ARK,,
"New Zealand; in a series a Letters, containing an account of the country ... with historical remarks","Martin, S. M. D.",person,N/A,"Martin, S. M. D. [person]",N/A,1845,England,London,Unspecified,New Zealand,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818658,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E044,Digital Store 1304.k.10,ark:/81055/vdc_00000005E044,N/A,N/A
"British Possessions in Europe, Africa, Asia and Australasia, connected with England by the India and Australia Mail Steam Packet Company","Martin, Robert Montgomery",person,N/A,"Martin, Robert Montgomery, approximately 1803-1868 [person]",1803-1868,1847,England,London,Unspecified,Unspecified,"Europe, Asia, Africa, Oceania",N/A,N/A,English,Monograph,Text,Online resource,N/A,014750908,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000051D08,Digital Store 1298.h.25. (1.),ark:/81055/vdc_000000051D08,N/A,N/A
"The British Colonies; their history, extent, condition, and resources","Martin, Robert Montgomery",person,N/A,"Martin, Robert Montgomery, approximately 1803-1868 [person]",1803-1868,1851,England ; United States of America,"London, New York",Unspecified,Unspecified,Unspecified,N/A,N/A,English,Monograph,Text,Online resource,N/A,015742955,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D204,Digital Store 10002.f.20,ark:/81055/vdc_00000005D204,N/A,N/A
"The Hudson's Bay Territories and Vancouver's Island; with an exposition of the chartered rights, conduct and policy of the Hudson's Bay Corporation","Martin, Robert Montgomery",person,N/A,"Martin, Robert Montgomery, approximately 1803-1868 [person]",1803-1868,1849,England,London,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818656,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005ED40,Digital Store 1303.l.7,ark:/81055/vdc_00000005ED40,N/A,N/A
"Chester (and its vicinity), Delaware county, in Pennsylvania; with genealogical sketches of some old families","Martin, John Hill",person,N/A,"Martin, John Hill [person]",N/A,1877,United States of America,Philadelphia,Chester,North America,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818641,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000016A4,Digital Store 10410.eee.10,ark:/81055/vdc_0000000016A4,N/A,N/A
Excursion de la Société française d'Archéologie à l'île de Jersey. (Extrait du Bulletin monumental.),"Marsy, Alexandre Charles Arthur de",person,N/A,"Marsy, Alexandre Charles Arthur de, Count, Travers (Émile) [person] ; Travers, Émile [person]",N/A,1884,France,Tours,Unspecified,Isle of Jersey,Europe,N/A,N/A,English,Monograph,Text,Online resource,N/A,014840706,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000045DE,Digital Store 10358.dd.20. (4.),ark:/81055/vdc_0000000045DE,N/A,N/A
A Handbook of Directions to the Ports in the Presidency of Madras and Ceylon,"Marshall, T. E.",person,N/A,"Marshall, T. E. [person]",N/A,1874,India,Madras,Madras,"India, Ceylon",Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818604,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034530,Digital Store 10497.e.41,ark:/81055/vdc_000000034530,N/A,N/A
"Tarragal; or, Bush Life in Australia","Hooley, Edward Timothy",person,N/A,"Hooley, Edward Timothy [person]",N/A,1897,England,London,Unspecified,Australia,Oceania,Gay & Bird,N/A,English,Monograph,Text,Online resource,N/A,014813650,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000040C26,Digital Store 012626.m.34,ark:/81055/vdc_000000040C26,N/A,N/A
"Cost of Living in Malta. A useful and practical pamphlet. By Fat Rabbit, etc",Fat Rabbit,person,N/A,N/A,N/A,1895,Malta,Malta,Unspecified,Malta,Europe,General English Agency,N/A,English,Monograph,Text,Online resource,Appendix,014756267,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000551BE,Digital Store 10136.aaa.21,ark:/81055/vdc_0000000551BE,N/A,N/A
Chapman's Centenary Memorial of Captain Cook's Description of New Zealand one hundred years ago [Extracts from Cook's three voyages of circumnavigation,"Cook, James",person,N/A,"Cook, James, 1728-1779 [person] ; Martin, Albin [person] ; Chapman, George Thomson [person]",1728-1779,1870,New Zealand,Auckland,Unspecified,New Zealand,Oceania,Geo T. Chapman,N/A,English,Monograph,Text,Online resource,Logs and Journals. Abridgments and Adaptations,014891117,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001A532,Digital Store 10491.f.26,ark:/81055/vdc_00000001A532,N/A,N/A
Overland from Southampton to Queensland [With maps.],"Marsh, Matthew Henry",person,N/A,"Marsh, Matthew Henry [person]",N/A,1867,England,London,Unspecified,Queensland,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818545,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E326,Digital Store 10026.ccc.25,ark:/81055/vdc_00000005E326,N/A,N/A
"A ride through Islam: being a journey through Persia and Afghanistan to India, viâ Meshed, Herat and Kandahar","Marsh, Hippesley Cunliffe",person,N/A,"Marsh, Hippesley Cunliffe [person]",N/A,1877,England,London,Unspecified,Afghanistan,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818543,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000364C2,Digital Store 10075.f.4,ark:/81055/vdc_0000000364C2,N/A,N/A
Borneo and the Indian Archipelago,"Marryat, Frank S.",person,N/A,"Marryat, Frank S. [person]",N/A,1848,England,London,Unspecified,"Borneo, India","Asia, Oceania",N/A,N/A,English,Monograph,Text,Online resource,N/A,014818500,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005CB20,Digital Store 1297.m.9,ark:/81055/vdc_00000005CB20,N/A,N/A
"A Romance of Lake Wakatipu ... being episodes of early goldfields life in New Zealand; with itinerant, statistical and other notes [With plates and a map.]","Carrick, Roderic",person,N/A,"Carrick, Roderic [person]",N/A,1892,New Zealand,Wellington,Unspecified,New Zealand,Oceania,George Didsbury,N/A,English,Monograph,Text,Online resource,N/A,014806946,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000477A2,Digital Store 012630.l.13,ark:/81055/vdc_0000000477A2,N/A,N/A
Les États-Unis et le Canada,"Marmier, Xavier",person,N/A,"Marmier, Xavier, 1809-1892 [person]",1809-1892,1886,France,Tours,Unspecified,Canada,America,N/A,Another Edition,French,Monograph,Text,Online resource,N/A,014872309,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001133A,Digital Store 10408.i.14,ark:/81055/vdc_00000001133A,N/A,N/A
Les États-Unis et le Canada,"Marmier, Xavier",person,N/A,"Marmier, Xavier, 1809-1892 [person]",1809-1892,1874,France,Tours,Unspecified,Canada,America,N/A,N/A,French,Monograph,Text,Online resource,N/A,014872308,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000011322,Digital Store 10408.g.1,ark:/81055/vdc_000000011322,N/A,N/A
The Cruise of the 'Rosario' amongst the New Hebrides and Santa Cruz Islands. ... With map and illustrations,"Markham, Albert Hastings",person,N/A,"Markham, Albert Hastings, Sir, 1841-1918 [person]",1841-1918,1873,England,London,Unspecified,Santa Cruz Islands,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014880016,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000015786,Digital Store 10492.ee.12,ark:/81055/vdc_000000015786,N/A,N/A
Travels in New South Wales,"Marjoribanks, Alexander",person,N/A,"Marjoribanks, Alexander, of Marjoribanks [person]",N/A,1847,England,"Edinburgh, London",Unspecified,New South Wales,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818413,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000054ED6,Digital Store 1430.h.6,ark:/81055/vdc_000000054ED6,N/A,N/A
"An account of the natives of the Tonga Islands in the South Pacific Ocean, with an original grammar of their language ... compiled ... from the ... communications of W. M. ... by J. Martin","Mariner, William",person,N/A,"Martin, John, m.d [person] ; Mariner, William, of the Tonga Islands [person]",N/A,1818,England,London,Unspecified,Tonga Islands,Oceania,N/A,Second Edition,English,Monograph,Text,Online resource,N/A,014818406,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000036ACE,"Digital Store 978.l.24,25",ark:/81055/vdc_000000036ACE,N/A,N/A
Notice sur la Province de Queensland (Australie Septentrionale),"Marcet, Édouard",person,N/A,"Marcet, Édouard [person]",N/A,1861,Switzerland,Genève,Unspecified,Queensland,Oceania,N/A,N/A,French,Monograph,Text,Online resource,N/A,014885541,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000015E04,Digital Store 10492.f.14,ark:/81055/vdc_000000015E04,N/A,N/A
The Colony of Natal. An account of the characteristics and capabilities of this British Dependency. Published under the direction of the Government Immigration Board. ... ,"Mann, Robert James",person,N/A,"Mann, Robert James [person]",N/A,1860,England,London,Unspecified,Natal,Africa,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818327,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A066,Digital Store 10095.f.23,ark:/81055/vdc_00000005A066,N/A,N/A
"The Last Forty Years: Canada since the union of 1841 [With plates, including portraits.]","Dent, John Charles",person,N/A,"Dent, John Charles [person]",N/A,1881,Canada,Toronto,Unspecified,Canada,America,George Virtue,N/A,English,Monograph,Text,Online resource,N/A,015105921,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002380E,Digital Store 9555.f.7,ark:/81055/vdc_00000002380E,N/A,N/A
"The present Picture of New South Wales, illustrated with four large coloured views of Sydney, with a plan of the Colony, etc","Mann, D. D.",person,N/A,"Mann, D. D. [person]",N/A,1811,England,London,Unspecified,New South Wales,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818315,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005AA4A,Digital Store 983.g.21,ark:/81055/vdc_00000005AA4A,N/A,N/A
Lines addressed to New South Wales on the opening of the first Australian international exhibition,"Reid, George Houstoun",person,N/A,"Reid, George Houstoun, Right Honourable Sir, g.c.m.g [person]",N/A,1879,Australia,Sydney,Unspecified,New South Wales,Oceania,"Gibbs, Shallard",N/A,English,Monograph,Text,Online resource,N/A,014912613,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001F1A0,Digital Store 11647.f.20. (4.),ark:/81055/vdc_00000001F1A0,N/A,N/A
Observations on the disturbances in the Madras Army in 1809,"Malcolm, John",person,N/A,"Malcolm, John, 1769-1833 [person]",1769-1833,1812,England,London,Madras,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014880002,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001532A,Digital Store 1434.c.3. (1.) ; Digital Store 9055.b.30,ark:/81055/vdc_00000001532A,N/A,N/A
"Travels in South-Eastern Asia, embracing Hindustan, Malaya, Siam, and China. With notices of numerous missionary stations, and a full account of the Burman Empire with dissertation, tables, etc","Malcom, Howard",person,N/A,"Malcom, Howard [person]",N/A,1839,United States of America,Boston ; Massachusetts,Unspecified,Malaya,Asia,"Gould, Kendall & Lincoln",N/A,English,Monograph,Text,Online resource,N/A,014818252,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000054276,Digital Store 1046.f.21,ark:/81055/vdc_000000054276,N/A,N/A
Ethnological Studies among the North-West-Central Queensland Aborigines ... With ... illustrations,"Roth, Walter Edmund",person,N/A,"Roth, Walter E. (Walter Edmund), 1861-1933 [person]",1861-1933,1897,Australia,Brisbane,Unspecified,Queensland,Oceania,Government,N/A,English,Monograph,Text,Online resource,N/A,014880250,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000015DF8,Digital Store 10491.ff.27,ark:/81055/vdc_000000015DF8,N/A,N/A
Names of Places in the and adjacent to the Gold Coast Protectorate,unknown,unknown,N/A,N/A,N/A,1895,United States of America,"Gold Coast, Washington",Unspecified,Gold Coast,Africa,Government,N/A,English,Monograph,Text,Online resource,N/A,014784774,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A1FE,Digital Store 10096.bb.41,ark:/81055/vdc_00000005A1FE,N/A,N/A
An Account of the Arab Tribes in the vicinity of Aden ... Compiled under the orders of Government [With genealogical tables and maps.],"Hunter, Frederick Mercer",person,N/A,"Hunter, Frederick Mercer [person] ; Sealy, Charles William Henry [person]",N/A,1886,India,Bombay,Aden,Yemen,Asia,Government Central Press,N/A,English,Monograph,Text,Online resource,N/A,014872015,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000012720,Digital Store 10007.y.2,ark:/81055/vdc_000000012720,N/A,N/A
Manual of the Coimbatore District in the Presidency of Madras,"Nicholson, Frederick Augustus",person,N/A,"Nicholson, Frederick Augustus, Sir, k.c.i.e [person]",N/A,1887,India,Madras,Madras,India,Asia,Government Press,N/A,English,Monograph,Text,Online resource,N/A,014826370,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035430,Digital Store 10056.f.7,ark:/81055/vdc_000000035430,N/A,N/A
Madras District Manuals,"Madras, Presidency of, Revenue Department",organisation,N/A,"Madras, Presidency of, Revenue Department [organisation]",N/A,1894,India,Madras,Madras,India,Asia,Government Press,N/A,English,Monograph,Text,Online resource,N/A,014840669,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000002D2A,Digital Store 010057.k,ark:/81055/vdc_000000002D2A,N/A,N/A
A Manual of the Kurnool District in the Presidency of Madras,"Chetty, Narahari",person,N/A,N/A,N/A,1886,India,Madras,Madras,India,Asia,Government Press,N/A,English,Monograph,Text,Online resource,N/A,014826246,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034D7C,Digital Store 10056.f.4,ark:/81055/vdc_000000034D7C,N/A,N/A
"Iëre, the Land of the Humming Bird. Being a sketch of the island of Trinidad. Specially written for the Trinidad Court of the World's Fair, Chicago","Clark, Henry James",person,N/A,"Clark, Henry James, of Trinidad [person]",N/A,1893,Trinidad,Port of Spain,Unspecified,Trinidad,America,Government Printing Office,N/A,English,Monograph,Text,Online resource,N/A,014871448,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001445A,Digital Store 10480.d.28 ; Digital Store 10480.d.30,ark:/81055/vdc_00000001445A,N/A,N/A
"Account of the origin, progress and consequences of the late discontents of the army on the Madras establishment","Madras, Presidency of, Army",organisation,N/A,"Madras, Presidency of, Army [organisation]",N/A,1810,England,London,Madras,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014891465,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000019A88,Digital Store 1434.c.3. (2.),ark:/81055/vdc_000000019A88,N/A,N/A
"The Bay of Bengal in the N.E and S.W. monsoons, with information about the Sandheads, etc","Maddock, G. J.",person,N/A,"Maddock, G. J. [person]",N/A,1862,England,Liverpool,Unspecified,Bengal,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818180,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033F9C,Digital Store 10496.aa.11,ark:/81055/vdc_000000033F9C,N/A,N/A
"Three Years in Canada. An account of the actual state of the country in 1826-7-8, etc. 2 vol","Mactaggart, John",person,engineer,"Mactaggart, John, engineer [person]",N/A,1829,England,London,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818170,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000347D6,Digital Store 792.f.8,ark:/81055/vdc_0000000347D6,N/A,N/A
"Jamaica Plantership. (A description of Jamaica Planters, viz. Attorneys, Overseers, and Book-keepers, ... compiled during a residence of eighteen years ... in ... the island.)","Macmahon, Benjamin",person,N/A,"Macmahon, Benjamin [person]",N/A,1839,England,London,Unspecified,Jamaica,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818107,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000347E2,Digital Store 792.f.22,ark:/81055/vdc_0000000347E2,N/A,N/A
"Australian Poets, 1788-1888. Being a selection of poems ... written in Australia and New Zealand ... With brief notes on their authors and an introduction by P. Martin. ","Sladen, Douglas Brooke Wheelton",person,N/A,"Sladen, Douglas Brooke Wheelton [person] ; Martin, Arthur Patchett [person]",N/A,1888,England,London,Unspecified,Australia,Oceania,Griffith & Farran,N/A,English,Monograph,Text,Online resource,N/A,014829661,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002F9A6,Digital Store 11652.i.42,ark:/81055/vdc_00000002F9A6,N/A,N/A
"The Australasian Birthday-Book; specially compiled from the writings of the poets of New South Wales, Victoria, etc","Marbron, Myra",person,N/A,"Marbron, Myra [person]",N/A,1884,England ; Scotland,"Edinburgh, London",Unspecified,Australia,Oceania,Griffith & Farran,N/A,English,Monograph,Text,Online resource,N/A,014847646,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000006CBA,Digital Store 11601.ddd.3,ark:/81055/vdc_000000006CBA,N/A,N/A
McKinlay's Journal of Exploration in the interior of Australia. (Burke Relief Expedition.) With three maps,"Mackinlay, John",person,N/A,"Mackinlay, John [person]",N/A,1862,Australia,Melbourne,Unspecified,Australia,Oceania,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872276,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000014A6C,Digital Store 10491.d.16,ark:/81055/vdc_000000014A6C,N/A,N/A
Sketches of Canada and the United States,"Mackenzie, William Lyon",person,N/A,"Mackenzie, William Lyon, 1795-1861 [person]",1795-1861,1833,England,London,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014818027,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005C6F4,Digital Store 1052.c.14,ark:/81055/vdc_00000005C6F4,N/A,N/A
"Eena Romney; or, Word-Pictures of home-life in New South Wales","Felton, Myra",person,N/A,"Felton, Myra [person]",N/A,1889,England,"London, Sydney",Unspecified,New South Wales,Oceania,Griffith & Farran,N/A,English,Monograph,Text,Online resource,N/A,014810466,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000046D1C,Digital Store 012632.g.19,ark:/81055/vdc_000000046D1C,N/A,N/A
"Quebec Hill; or, Canadian Scenery. A poem, in two parts","Mackay, J.",person,N/A,"Mackay, J., Resident in Canada [person]",N/A,1797,England,London,Quebec,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817986,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000043FB6,Digital Store 644.k.25. (5.),ark:/81055/vdc_000000043FB6,N/A,N/A
"Life and Liberty in America: or, sketches of a tour in the United States and Canada, in 1857-8, etc","Mackay, Charles",person,N/A,"Mackay, Charles, 1814-1889 [person]",1814-1889,1859,England,London,Unspecified,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014840655,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000480C,Digital Store 10408.d.20,ark:/81055/vdc_00000000480C,N/A,N/A
"Mission from Cape Coast Castle to Ashantee; with a statistical account of that kingdom, and geographical notices of other parts of the interior of Africa [With plates and maps.]","Bowdich, Thomas Edward",person,N/A,"Hale, Tedlie Hutchison, Mrs [person] ; Bowdich, Thomas Edward [person]",N/A,1873,England,London,Unspecified,Cape coast ,Africa,Griffith & Farran,Another Edition,English,Monograph,Text,Online resource,N/A,014805734,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A18C,Digital Store 10096.aaa.9,ark:/81055/vdc_00000005A18C,N/A,N/A
Narrative of a journey through the province of Khorassan and on the N.W. frontier of Afghanistan in 1875 ... With illustrations,"MacGregor, Charles Metcalfe",person,N/A,"MacGregor, Charles Metcalfe, Sir, 1840-1887 [person]",1840-1887,1879,England,London,Unspecified,Afghanistan,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014817935,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034998,Digital Store 010055.ee.19,ark:/81055/vdc_000000034998,N/A,N/A
"Vancouver Island and British Columbia. Their history, resources, and prospects [With maps and illustrations.]","Macfie, Matthew",person,N/A,"Macfie, Matthew [person]",N/A,1865,England,London,Vancouver,Canada,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872271,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000136A4,Digital Store 010470.ee.10,ark:/81055/vdc_0000000136A4,N/A,N/A
Out West: a series of letters from Canada and the United States,"Borrett, George Tuthill",person,N/A,"Borrett, George Tuthill [person]",N/A,1866,England,London,Unspecified,Canada,America,Groombridge,N/A,English,Monograph,Text,Online resource,N/A,014805664,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000000BC4,Digital Store 10411.bbb.3,ark:/81055/vdc_000000000BC4,N/A,N/A
The Isle of Man: a literary sketch,"Woodman, T. C.",person,N/A,"Woodman, T. C. [person]",N/A,1897,England,Brighton,Unspecified,Isle of Man,Europe,H. & C. Treacher,N/A,English,Monograph,Text,Online resource,N/A,014873167,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001272C,Digital Store 010347.g.5. (4.),ark:/81055/vdc_00000001272C,N/A,N/A
"The New World in 1859. Being the United States and Canada, illustrated and described, etc [With illustrations.]",United States,organisation,N/A,United States [organisation],N/A,1859,England ; United States of America,"London, New York",Unspecified,Canada,America,H. Bailliere,N/A,English,Monograph,Text,Online resource,"Appendix. Descriptions, Travels and Topography",014841480,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000004920,Digital Store 10408.f.23,ark:/81055/vdc_000000004920,N/A,N/A
"A Weird Region. New Zealand lakes, terraces, geysers and volcanoes [Illustrated.]","Leys, Thomson W.",person,N/A,"Leys, Thomson W. [person]",N/A,1887,New Zealand,Auckland,Unspecified,New Zealand,Oceania,H. Brett,N/A,English,Monograph,Text,Online resource,N/A,014879956,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000016DF4,Digital Store 10491.ff.17,ark:/81055/vdc_000000016DF4,N/A,N/A
Fact and Fancy in New Zealand. The Terraces of Rotomahana: a poem ... To which is prefixed a paper on geyser eruptions and terrace formations by Josiah Martin,"Cowan, Frank",person,N/A,"Cowan, Frank [person]",N/A,1885,New Zealand,Auckland,Unspecified,New Zealand,Oceania,H. Brett,N/A,English,Monograph,Text,Online resource,N/A,014816543,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002B608,Digital Store 11602.f.17. (2.),ark:/81055/vdc_00000002B608,N/A,N/A
"Reise nach den Inseln Teneriffa, Trinidad, St. Thomas, St. Crux und Porto-Rico : auf Befehl der franzosischen Regierung, vom 30sten Sept. 1796 bis zum 7ten Juni 1798, unter der Leitung des Capitain Baudin unternommen","Ledru, André Pierre",person,N/A,"Ledru, André Pierre, 1761-1825 [person] ; Sonnini, C. S. (Charles Sigisbert), 1751-1812 [person] ; Zimmermann, Eberhard August Wilhelm von, 1743-1815, translator [person]",1761-1825,1811,Germany,Leipzig,Unspecified,Trinidad,America,H. Buschler,N/A,German,Monograph,Text,Online resource,"Voyage aux îles de Téneriffe, la Trinité, Saint-Thomas, Sainte-Croix et Porto Ricco. German",014872180,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000145F2,Digital Store 10480.dd.29,ark:/81055/vdc_0000000145F2,N/A,N/A
"Manual of the Vaṇṇi Districts, Vavun̤iya and Mullaittívu, of the Northern Province, Ceylon","Lewis, John Penry",person,N/A,"Lewis, J. Penry (John Penry), 1854-1923 [person]",1854-1923,1895,Ceylon,Colombo,Unspecified,Ceylon,Asia,H. C. Cottle,N/A,English,Monograph,Text,Online resource,N/A,014817076,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000036168,Digital Store 010057.g.17,ark:/81055/vdc_000000036168,N/A,N/A
"Travels in Egypt, Syria, Cyprus, the Morea, Greece, Italy, etc","Bramsen, John",person,N/A,"Bramsen, John [person]",N/A,1820,England,London,Unspecified,Cyprus,Europe,H. Colburn,Second Edition,English,Monograph,Text,Online resource,N/A,014805844,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003665A,Digital Store 10076.d.19,ark:/81055/vdc_00000003665A,N/A,N/A
"Travels in Trinidad, during ... February, March and April, 1803. In a series of letters, etc","MacCallum, Pierre Franc",person,N/A,"MacCallum, Pierre Franc [person]",N/A,1805,England,Liverpool,Unspecified,Trinidad,America,N/A,N/A,English,Monograph,Text,Online resource,N/A,014872262,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000012E64,Digital Store 10470.d.9,ark:/81055/vdc_000000012E64,N/A,N/A
In New South Africa: travels in the Transvaal and Rhodesia ... With ... Illustrations,"Tangye, Harold Lincoln",person,N/A,"Tangye, Harold Lincoln, Sir, Baronet [person]",N/A,1896,England,London,Unspecified,Transvaal,Africa,H. Cox,N/A,English,Monograph,Text,Online resource,N/A,014830556,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A516,Digital Store 010096.h.11,ark:/81055/vdc_00000005A516,N/A,N/A
"An Australian in China, being the narrative of a quiet journey across China to British Burma","Morrison, George Ernest",person,N/A,"Morrison, George Ernest, 1862-1920 [person]",1862-1920,1895,England,London,Unspecified,Australia,Oceania,H. Cox,N/A,English,Monograph,Text,Online resource,N/A,014825993,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000003548A,Digital Store 010057.e.40,ark:/81055/vdc_00000003548A,N/A,N/A
"A Residence of Twenty-one Years in the Sandwich Islands; or the Civil, religious, and political history of those islands [With a portrait and a map.]","Bingham, Hiram",person,N/A,"Bingham, Hiram, First of the Name, 1789-1869 [person]",1789-1869,1855,United States of America,Canandaigua,Unspecified,Sandwich Islands,America,H. D. Goodwin,Third Edition,English,Monograph,Text,Online resource,N/A,014879517,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001687E,Digital Store 10491.f.20,ark:/81055/vdc_00000001687E,N/A,N/A
"A tour through Sicily and Malta. In a series of letters to William Beckford, Esq, ... A new edition","Brydone, Patrick",person,N/A,"Brydone, Patrick [person]",N/A,1807,England,London,Unspecified,Malta,Europe,H. D. Symonds,Another Edition,English,Monograph,Text,Online resource,N/A,014806223,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000559AA,Digital Store 10151.aaa.30,ark:/81055/vdc_0000000559AA,N/A,N/A
Travels in the Island of Cyprus.,"Mariti, Giovanni",person,N/A,"Cobham, Claude Delaval, 1842-1915 [person] ; Mariti, Giovanni [person]",1842-1915,1895,Cyprus,Nicosia,Unspecified,Cyprus,Europe,H. E. Clarke,N/A,English,Monograph,Text,Online resource,N/A,014818411,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000525D2,Digital Store 10125.c.7,ark:/81055/vdc_0000000525D2,N/A,N/A
A Record of the Mines of South Australia,"Brown, Henry Yorke Lyell",person,N/A,"Brown, Henry Yorke Lyell [person]",N/A,1890,Australia,Adelaide,Unspecified,Australia,Oceania,H. F. Leader,N/A,English,Monograph,Text,Online resource,N/A,014806101,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D444,Digital Store 7106.g.36,ark:/81055/vdc_00000005D444,N/A,N/A
A Sketch of the history and present state of the Island of Jersey,"Lyte, Thomas",person,N/A,"Lyte, Thomas [person]",N/A,1808,England,London,Unspecified,Isle of Jersey,Europe,N/A,N/A,English,Monograph,Text,Online resource,N/A,014756260,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052FCE,Digital Store 1303.d.14,ark:/81055/vdc_000000052FCE,N/A,N/A
The Long White Cloud: Ao Tea Roa [A history of New Zealand.],"Reeves, William Pember",person,N/A,"Reeves, William Pember [person]",N/A,1898,England,London,Unspecified,New Zealand,Oceania,H. Marshall,N/A,English,Monograph,Text,Online resource,N/A,015178410,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000026202,Digital Store 9772.c.29,ark:/81055/vdc_000000026202,N/A,N/A
